Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge
Fidelity Asian High Yield A-MINCOME(G)-SGD (hedged),SGD,5,Y,N,N,N,1.00%,1.39%,USD 5054.00,1000,100,6.92%,Payout,M,0
Fidelity Global Multi Asset Tactical Moderate A-ACC-SGD,SGD,10,Y,N,N,N,1.25%,1.68%,SGD 273.00,1000,100,,,,0
Schroder ISF UK Equity A Acc GBP,GBP,9,Y,N,N,N,1.25%,1.59%,GBP 63.48,1000,100,,,,0
Phillip Money Market SGD,SGD,0,Y,N,N,Y,0.35%,0.48%,SGD 1410.00,500,100,,,,0
JPMorgan Funds - America Equity A (dist) USD,USD,8,Y,N,N,Y,1.50%,1.70%,USD 2770.60,1000,100,0.00%,Reinvest,Y,0
Allianz US Short Duration High Income Bond Cl AM DIS H2-SGD,SGD,4,Y,N,N,Y,1.10%,1.34%,USD 1179.61,1000,100,4.76%,Payout,M,0
PIMCO Income Fund Cl E Acc EUR-H,EUR,4,Y,N,N,Y,1.45%,1.45%,USD 70800.00,1000,100,,,,0
Fidelity European High Yield A-MDIST-SGD,SGD,4,Y,N,N,N,1.00%,1.40%,EUR 2669.00,1000,100,2.73%,Payout,M,0
PIMCO Diversified Income Duration Hedged Fund Cl E Acc EUR-H,EUR,4,Y,N,N,Y,1.59%,1.59%,USD 1400.00,1000,100,,,,0
PIMCO Diversified Income Fund Cl M Inc AUD-H,AUD,4,Y,N,N,Y,1.59%,1.59%,USD 18800.00,1000,100,1.89%,Payout,M,0
PIMCO Diversified Income Fund Cl E Acc EUR-H,EUR,4,Y,N,N,Y,1.59%,1.59%,USD 18800.00,1000,100,,,,0
Legg Mason Royce - US Smaller Companies A Acc USD,USD,10,Y,N,N,N,1.50%,1.98%,USD 79.72,1000,100,,,,0
Blackrock Asian Tiger Bond A2 SGD-H,SGD,4,Y,N,N,Y,1.00%,1.22%,USD 5580.79,1000,100,,,,0
Neuberger Berman European High Yield Bond A MDis USD-H,USD,4,Y,N,N,Y,1.20%,1.40%,EUR 32.62,1000,100,6.51%,Payout,M,0
BNP Paribas Emerging Multi-Asset Income Classic RH MD Dis CNH,CNH,6,Y,N,N,N,1.25%,1.66%,USD 143.52,1000,100,9.32%,Payout,M,0
Maybank Asian Equity Fund A Acc USD,USD,8,Y,N,N,N,1.50%,1.85%,SGD 129.20,1000,100,,,,0
Maybank Asian Income Fund A Acc SGD,SGD,4,Y,N,N,N,1.00%,1.23%,SGD 176.50,1000,100,,,,0
Neuberger Berman US Real Estate Securities A Acc USD,USD,10,Y,N,N,Y,1.50%,1.80%,USD 352.88,1000,100,,,,0
Neuberger Berman Emerging Market Corporate Debt A MDis SGD-H,SGD,5,Y,N,N,Y,1.60%,1.80%,USD 160.90,1000,100,5.12%,Payout,M,0
Blackrock Latin American A2 GBP,GBP,9,Y,N,N,Y,1.75%,2.11%,USD 853.41,1000,100,,,,0
United Global Quality Growth Fund Acc SGD,SGD,7,Y,N,N,Y,1.50%,1.82%,SGD 851.88,1000,100,,,,0
United Global Quality Growth Fund Acc USD,USD,7,Y,N,N,N,1.50%,1.80%,USD 641.91,1000,100,,,,0
Amundi Funds Global Aggregate Bond A2 (C) SGD,SGD,4,Y,N,N,N,0.95%,1.20%,USD 5453.83,1000,100,,,,0
Amundi Funds Global Aggregate Bond A2 (MD) SGD,SGD,4,Y,N,N,N,0.95%,1.20%,USD 5453.83,1000,100,1.53%,Payout,M,0
United Global Quality Growth Fund Dis SGD,SGD,7,Y,N,N,Y,1.50%,1.85%,SGD 851.88,1000,100,3.53%,Payout,M,0
United Global Quality Growth Fund Dis USD,USD,7,Y,N,N,N,1.50%,1.88%,USD 641.91,1000,100,3.54%,Payout,M,0
Amundi Funds Emerging Markets Hard Currency Bond A2 (C) EUR,EUR,5,Y,N,N,N,1.30%,1.65%,EUR 952.87,1000,100,,,,0
Amundi Funds Emerging Markets Hard Currency Bond A2 (C) SGD-H,SGD,5,Y,N,N,N,1.30%,1.65%,EUR 952.87,1000,100,,,,0
Amundi Funds Emerging Markets Hard Currency Bond A2 (MD) SGD-H,SGD,5,Y,N,N,N,1.30%,1.65%,EUR 952.87,1000,100,4.74%,Payout,M,0
Amundi Funds Emerging Markets Hard Currency Bond A2 (MD) USD-H,USD,5,Y,N,N,N,1.30%,1.65%,EUR 952.87,1000,100,4.74%,Payout,M,0
JPMorgan Funds - US Small Cap Growth A (dist) USD,USD,10,Y,N,N,Y,1.50%,1.76%,USD 1132.60,1000,500,0.00%,Reinvest,Y,0
Blackrock World Technology Fund A2 GBP,GBP,10,Y,N,N,Y,1.50%,1.81%,USD 11806.39,1000,100,,,,0
JPMorgan Investment Funds - Global Income A (irc) AUD-H,AUD,5,Y,N,N,Y,1.25%,1.41%,USD 28023.80,1000,500,4.70%,Payout,M,0
Neuberger Berman Short Duration Emerging Market Debt A MDis SGD-H,SGD,4,Y,N,N,Y,1.00%,1.13%,USD 6087.65,1000,100,4.60%,Payout,M,0
Fidelity Asian Special Situations SR-ACC-SGD (CPF),SGD,8,N,Y,N,N,1.30%,1.72%,USD 4050.00,1000,100,,,,0
AB SICAV I Sustainable Global Thematic AX SGD,SGD,7,Y,N,N,N,1.70%,1.94%,USD 1563.16,3000,1000,,,,0
HGIF - Global High Income Bond AM3H SGD,SGD,4,Y,N,N,Y,1.25%,1.53%,USD 1761.39,1000,100,4.41%,Payout,M,0
United Japan Small and Mid Cap SGD,SGD,10,Y,N,N,Y,1.75%,2.07%,SGD 209.57,1000,100,,,,0
Eastspring Investments - Global Market Navigator AADMC1 AUD-H,AUD,6,Y,N,N,N,1.25%,1.48%,USD 173.80,1000,100,,Payout,M,0
Fidelity Asian High Yield A-MDIST-HKD,HKD,5,Y,N,N,N,1.00%,1.39%,USD 5054.00,1000,100,4.87%,Payout,M,0
Fidelity Asian Smaller Companies A-ACC-EUR,EUR,10,Y,N,N,N,1.50%,1.93%,USD 919.00,1000,100,,,,0
Eastspring Investments - India Equity AS SGD,SGD,9,Y,N,N,Y,1.50%,2.26%,USD 140.40,1000,100,,,,0
Blackrock World Mining A2 SGD-H,SGD,10,Y,N,N,Y,1.75%,2.07%,USD 5994.96,1000,100,,,,0
Eastspring Investments Unit Trusts - Singapore Select Bond AD SGD,SGD,1,Y,Y,Y,Y,0.50%,0.62%,SGD 1390.50,1000,100,2.72%,Payout,Q,0
LionGlobal South East Asia Grandfathered SGD,SGD,9,Y,N,N,Y,1.50%,1.49%,SGD 11.80,0,0,,,,0
First Sentier Asian Quality Bond A DIS SGD-H,SGD,3,Y,N,N,Y,1.00%,1.48%,SGD 19.00,1000,100,4.08%,Payout,Q,0
Schroder ISF Global High Yield A Dis SGD-H,SGD,4,Y,N,N,N,1.00%,1.32%,USD 2622.61,1000,100,5.03%,Payout,M,0
Neuberger Berman Global Bond Absolute Return A MDis USD,USD,4,Y,N,N,Y,1.00%,1.20%,USD 31.04,1000,100,,Payout,M,0
Fidelity Sustainable Japan Equity A-SGD,SGD,8,Y,N,N,Y,1.50%,1.92%,NUL 37785.00,1000,100,,Reinvest,Y,0
Eastspring Investments Funds - Monthly Income Plan M RMB-H,CNH,4,Y,N,N,N,1.25%,1.66%,SGD 746.30,10000,500,6.92%,Payout,M,0
HGIF - Economic Scale Japan Equity PD SGD,SGD,8,Y,N,N,Y,0.40%,0.75%,JPY 8605.30,1000,100,1.63%,Reinvest,Y,0
Blackrock Global Allocation A2 GBP-H,GBP,6,Y,N,N,Y,1.50%,1.78%,USD 15795.08,1000,100,,,,0
Neuberger Berman Emerging Market Debt Hard Currency A MDis USD,USD,5,Y,N,N,Y,1.40%,1.54%,USD 4159.38,1000,100,5.50%,Payout,M,0
Wells Fargo US Select Equity Fund Cl A Acc USD,USD,9,Y,N,N,N,1.90%,2.11%,USD 204.12,1100,100,,,,0
BNP Paribas Europe Small Cap Classic Cap EUR,EUR,10,Y,N,N,N,1.75%,2.22%,EUR 1280.00,1000,100,,,,0
Fidelity China Focus A-ACC-EUR,EUR,9,Y,N,N,N,1.50%,1.91%,USD 2480.00,1000,100,,,,0
Fidelity China Focus A-ACC-HKD,HKD,9,Y,N,N,N,1.50%,1.91%,USD 2480.00,1000,100,,,,0
JPMorgan Funds - Asia Pacific Income A (mth) SGD,SGD,6,Y,N,N,Y,1.50%,1.80%,USD 1954.40,1000,500,3.81%,Reinvest,M,0
Legg Mason Royce - US Small Cap Opportunity A Acc SGD-H,SGD,10,Y,N,N,N,1.50%,1.95%,USD 1017.00,1000,100,,,,0
PineBridge Global Strategic Income A5HD SGD-H,SGD,4,Y,N,N,Y,1.00%,1.84%,USD 12.80,1000,100,4.97%,Payout,M,0
Allianz US Short Duration High Income Bond Cl AM DIS H2-AUD,AUD,4,Y,N,N,Y,1.10%,1.34%,USD 1179.61,1000,100,4.73%,Payout,M,0
Allianz US Short Duration High Income Bond Cl AM DIS H2-GBP,GBP,4,Y,N,N,Y,1.10%,1.34%,USD 1179.61,1000,100,4.17%,Payout,M,0
AB FCP I Global High Yield AT SGD-H,SGD,4,Y,N,N,N,1.45%,1.75%,USD 21129.17,3000,1000,6.67%,Payout,M,0
PineBridge Asia ex Japan Equity A USD,USD,8,Y,N,N,Y,1.30%,2.03%,USD 340.20,1000,100,,,,0
Natixis Harris Associates Global Equity RA SGD,SGD,7,Y,N,N,N,2.09%,2.15%,USD 1502.30,1500,100,,,,0
Blackrock European Equity Income A5 EUR,EUR,8,Y,N,N,Y,1.50%,1.83%,EUR 1763.35,1000,100,1.76%,Reinvest,Q,0
Schroder ISF Asian Credit Opportunities A Dis SGD-H,SGD,3,Y,N,N,Y,1.00%,1.34%,USD 435.62,1000,100,3.95%,Payout,M,0
Schroder ISF Asian Credit Opportunities A Dis USD,USD,3,Y,N,N,N,1.00%,1.31%,USD 435.62,1000,100,4.30%,Payout,M,0
DWS Invest Multi Opportunities LDMH AUD,AUD,6,Y,N,N,N,1.30%,1.20%,EUR 600.20,1000,100,7.68%,Payout,M,0
Fidelity Euro Blue Chip A-ACC-EUR,EUR,8,Y,N,N,N,1.50%,1.92%,EUR 324.00,1000,100,,,,0
Fidelity Euro Bond A-ACC-USD (hedged),USD,3,Y,N,N,N,0.75%,1.00%,EUR 1470.00,1000,100,,,,0
BNP Paribas Brazil Equity USD,USD,9,Y,N,N,N,1.75%,2.22%,USD 94.00,1000,100,,,,0
Schroder AS Commodity A Acc SGD-H,SGD,10,Y,N,N,N,1.50%,1.95%,USD 481.45,10000,5000,,,,0
FSSA Regional China A Acc SGD,SGD,8,Y,Y,N,Y,1.50%,1.72%,SGD 712.50,1000,100,,,,0
PIMCO Global Bond Fund Cl E Inc USD,USD,2,Y,N,N,Y,1.39%,1.39%,USD 16200.00,1000,100,0.71%,Payout,Q,0
PIMCO Global Bond Fund Cl E Acc EUR-H,EUR,2,Y,N,N,Y,1.39%,1.39%,USD 16500.00,1000,100,,,,0
PIMCO US High Yield Bond Fund Cl E Acc EUR-H,EUR,4,Y,N,N,Y,1.45%,1.45%,USD 4100.00,1000,100,,,,0
Schroder ISF Global Multi-Asset Income A Dis RMB-H,CNH,5,Y,N,N,N,1.25%,1.57%,USD 2103.39,5000,500,5.01%,Payout,M,0
Schroder ISF Asian Dividend Maximiser A Dis SGD-H,SGD,8,Y,N,N,N,1.50%,1.93%,USD 257.63,1000,100,6.98%,Payout,M,0
Schroder ISF Global Climate Change Equity A Acc SGD,SGD,9,Y,N,N,N,1.50%,1.84%,USD 3197.20,1500,100,,,,0
Schroder Asian Growth A Dis USD,USD,8,Y,N,N,N,1.13%,1.33%,SGD 2051.38,1000,100,8.41%,Payout,Q,0
Blackrock Asian Tiger Bond A6 USD,USD,4,Y,N,N,Y,1.00%,1.22%,USD 5580.79,1000,100,4.86%,Reinvest,M,0
Blackrock Asia Pacific Equity Income A5 SGD-H,SGD,8,Y,N,N,Y,1.50%,1.85%,USD 215.94,1000,100,1.71%,Reinvest,Q,0
Aberdeen Standard Asian Smaller Companies SGD,SGD,10,Y,Y,N,Y,1.50%,1.75%,SGD 29.80,1000,100,,,,0
Allianz European Equity Dividend Cl AM DIS H2-USD,USD,8,Y,N,N,Y,1.50%,1.83%,EUR 1745.64,1000,100,5.81%,Payout,M,0
LionGlobal Singapore Balanced SGD,SGD,5,Y,N,N,Y,1.25%,1.50%,SGD 49.30,1000,100,,,,0
PIMCO US High Yield Bond Fund Cl M-Retail Inc USD,USD,4,Y,N,N,Y,1.45%,1.45%,USD 4100.00,1000,100,3.43%,Payout,M,0
Eastspring Investments - World Value Equity AS SGD-H,SGD,7,Y,N,N,Y,1.50%,2.10%,USD 405.50,1000,100,,,,0
JPMorgan Funds - Africa Equity A (perf) (acc) USD,USD,9,Y,N,N,Y,1.50%,1.80%,USD 143.30,1000,500,,,,0
Allianz Global High Payout SGD,SGD,8,Y,Y,N,Y,1.40%,1.66%,USD 54.20,1000,100,4.84%,Payout,H,0
Fullerton Lux Funds - Asian Short Duration Bond A Dis SGD-H,SGD,3,Y,N,N,Y,0.70%,0.88%,SGD 209.86,1000,100,2.95%,Payout,Q,0
Janus Henderson Horizon Japanese Smaller Companies A2 USD-H,USD,10,Y,N,N,N,1.20%,1.91%,JPY 34740.00,1000,100,,,,0
Schroder ISF Emerging Europe A Acc EUR,EUR,9,Y,N,N,N,1.50%,1.87%,EUR 728.68,1000,100,,,,0
Schroder Singapore Fixed Income A Acc SGD,SGD,1,Y,Y,Y,Y,0.50%,0.69%,SGD 731.04,1000,500,,,,0
First Sentier Global Balanced A Acc SGD,SGD,6,Y,N,N,Y,1.10%,1.73%,SGD 20.20,1000,100,,,,0
First Sentier Global Property Securities A DIS SGD,SGD,10,Y,N,N,Y,1.50%,1.92%,SGD 15.10,1000,100,2.95%,Reinvest,Y,0
DWS Premier Select Trust A SGD,SGD,6,Y,N,N,Y,0.60%,0.73%,SGD 177.06,1000,500,,,,0
BNY Mellon Asia Rising Stars A Acc USD,USD,10,Y,N,N,N,1.60%,2.05%,USD 4.40,5000,100,,,,0
Blackrock US Small and MidCap Opportunities A2 USD,USD,10,Y,N,N,Y,1.50%,1.83%,USD 214.18,1000,100,,,,0
JPMorgan Funds - Emerging Markets Equity A (acc) USD,USD,9,Y,N,N,Y,1.50%,1.73%,USD 13332.80,1000,100,,,,0
Fidelity Asian Bond A-MINCOME(G) USD,USD,3,Y,N,N,N,0.75%,1.05%,USD 3435.00,1000,100,3.99%,Payout,M,0
Fidelity Asian Bond A-HMDIST(G)-AUD (hedged),AUD,3,Y,N,N,N,0.75%,1.05%,USD 3435.00,1000,100,3.74%,Payout,M,0
Fidelity Asia Pacific Strategic Income A-MINCOME(G)-SGD,SGD,4,Y,N,N,Y,1.00%,1.33%,USD 78.00,1000,100,6.66%,Payout,M,0
Fidelity Asian Bond A-MINCOME(G)-SGD (hedged),SGD,3,Y,N,N,Y,0.75%,1.05%,USD 3435.00,1000,100,4.02%,Payout,M,0
Threadneedle (Lux) Emerging Market Debt ASH Acc SGD-H,SGD,5,Y,N,N,Y,1.35%,1.65%,USD 48.70,1000,100,,,,0
United Asian Income Fund Dis USD,USD,7,Y,N,N,N,1.00%,2.46%,USD 3.92,1000,100,4.51%,Payout,M,0
Maybank Asian Equity Fund A Acc SGD,SGD,8,Y,N,N,N,1.50%,1.96%,SGD 129.20,1000,100,,,,0
Schroder ISF Global Dividend Maximiser A Dis USD,USD,7,Y,N,N,N,1.50%,1.86%,USD 1502.56,1000,100,6.60%,Payout,Q,0
First Sentier Global Listed Infrastructure A DIS SGD,SGD,9,Y,N,N,Y,1.50%,2.02%,SGD 15.80,1000,100,2.92%,Reinvest,H,0
Allianz Income and Growth Cl AM DIS H2-SGD,SGD,7,Y,N,N,Y,1.25%,1.54%,USD 30420.56,1000,100,7.52%,Payout,M,0
Neuberger Berman US Multicap Opportunities A Acc USD,USD,8,Y,N,N,Y,1.70%,1.90%,USD 577.14,1000,100,,,,0
Blackrock Asian Growth Leaders A2 USD,USD,8,Y,N,N,Y,1.50%,1.84%,USD 1761.74,1000,100,,,,0
Fidelity Global Consumer Industries A-GBP,GBP,10,Y,N,N,N,1.50%,1.90%,EUR 1339.00,1000,100,,Reinvest,Y,0
United Singapore Bond Fund A Acc SGD,SGD,1,Y,Y,Y,Y,0.55%,0.77%,SGD 257.22,1000,100,,,,0
Schroder ISF BRIC A Acc USD,USD,9,Y,N,N,N,1.50%,1.85%,USD 1143.17,1000,100,,,,0
BNY Mellon Asia Rising Stars H Acc SGD-H,SGD,10,Y,N,N,N,1.60%,2.05%,USD 4.33,5000,100,,,,0
PIMCO Emerging Markets Corporate Bond Fund Cl E Acc EUR,EUR,5,Y,N,N,Y,1.85%,0.95%,USD 240.00,1000,100,,,,0
PIMCO Emerging Markets Corporate Bond Fund Cl E Acc USD,USD,5,Y,N,N,Y,1.85%,1.85%,USD 258.60,1000,100,,,,0
United Japan Small and Mid Cap SGD-H,SGD,10,Y,N,N,Y,1.75%,2.06%,SGD 209.57,1000,100,,,,0
Blackrock European Special Situations A2 EUR,EUR,8,Y,N,N,Y,1.50%,1.82%,EUR 1232.96,1000,100,,,,0
Amundi Funds Emerging Markets Blended Bond A2 (MD) SGD-H,SGD,5,Y,N,N,N,1.30%,1.65%,EUR 2896.90,1000,100,4.66%,Payout,M,0
United Greater China Fund A Acc SGD,SGD,8,Y,N,N,Y,1.50%,1.92%,SGD 56.87,1000,100,,,,0
United Global Dividend Equity Fund A SGD Dist,SGD,7,Y,N,N,Y,1.50%,2.76%,SGD 6.49,1000,100,1.94%,Reinvest,H,0
United European Small And Mid Cap Fund SGD,SGD,10,Y,N,N,Y,1.75%,3.69%,SGD 4.13,1000,100,,,,0
HGIF - Asia Pacific ex Japan Equity High Dividend AM2 SGD,SGD,8,Y,N,N,N,1.50%,1.85%,USD 269.06,1000,100,3.31%,Payout,M,0
Amundi Funds Global Aggregate Bond A2 (MD) USD,USD,4,Y,N,N,N,0.95%,1.20%,USD 5453.83,1000,100,1.54%,Payout,M,0
Fidelity US Dollar Bond A-ACC USD,USD,3,Y,N,N,N,0.75%,1.04%,USD 2310.00,1000,100,,,,0
AB SICAV I Sustainable Global Thematic A USD,USD,7,Y,N,N,N,1.70%,1.95%,USD 1563.16,2000,750,,,,0
Fidelity European High Yield A-MDIST-EUR,EUR,4,Y,N,N,N,1.00%,1.40%,EUR 2669.00,6000,100,2.73%,Payout,M,0
Fullerton SGD Income Fund Cl B SGD,SGD,3,Y,N,N,Y,1.00%,1.07%,SGD 2268.96,1000,100,3.82%,Payout,Q,0
DWS Invest Multi Opportunities LCH AUD,AUD,6,Y,N,N,N,1.30%,1.20%,EUR 600.20,1000,100,,,,0
PIMCO Global High Yield Bond Fund Cl E Inc GBP-H,GBP,4,Y,N,N,Y,1.45%,1.45%,USD 5500.00,1000,100,3.01%,Payout,Q,0
PIMCO Global High Yield Bond Fund Cl E Inc SGD-H,SGD,4,Y,N,N,Y,1.45%,1.45%,USD 5300.00,1000,100,3.03%,Payout,Q,0
Fidelity China Focus SR-ACC-SGD (CPF),SGD,9,N,Y,N,N,1.30%,1.71%,USD 2480.00,1000,100,,,,0
United Global Durable Equities Fund Acc SGD,SGD,7,Y,N,N,Y,1.75%,2.14%,SGD 236.82,1000,100,,,,0
Manulife Singapore Bond A SGD,SGD,1,Y,Y,Y,Y,0.75%,0.92%,SGD 150.79,1000,100,,,,0
Neuberger Berman High Yield Bond A MDis USD,USD,4,Y,N,N,Y,1.20%,1.39%,USD 3677.49,1000,100,6.12%,Payout,M,0
Legg Mason QS - MV Global Equity Growth and Income A Mdis SGD-H Plus,SGD,7,Y,N,N,N,1.35%,1.84%,USD 12.68,1000,100,4.69%,Reinvest,M,0
PIMCO Global Real Return Fund Cl E Inc GBP-H,GBP,2,Y,N,N,Y,1.39%,1.39%,USD 2700.00,1000,100,,Payout,Q,0
Growthpath Portfolios - Growthpath 2030 SGD,SGD,6,Y,N,N,Y,0.95%,2.44%,SGD 5.26,1000,100,,,,0
United Global Healthcare Fund Acc SGD,SGD,10,Y,N,N,Y,1.75%,2.16%,SGD 712.72,1000,100,,,,0
United Emerging Markets Bond A DIS SGD,SGD,5,Y,N,N,Y,1.75%,1.95%,SGD 152.38,1000,100,4.62%,Payout,M,0
United Asian Income Fund Dis SGD,SGD,7,Y,N,N,Y,1.00%,2.46%,SGD 5.20,1000,100,4.50%,Payout,M,0
Amundi Funds Emerging Markets Equity Focus A2 (C) USD,USD,9,Y,N,N,N,1.85%,2.20%,USD 1258.44,1000,100,,,,0
United SGD Fund Cl A Dis SGD,SGD,2,Y,N,N,Y,0.63%,0.67%,SGD 2288.19,1000,100,3.01%,Payout,Q,0
Blackrock European Fund A2 AUD-H,AUD,8,Y,N,N,Y,1.50%,1.82%,EUR 1260.93,1000,100,,,,0
Schroder ISF Asian Dividend Maximiser A Dis SGD,SGD,8,Y,N,N,N,1.50%,1.90%,USD 257.63,1000,100,6.98%,Payout,M,0
DWS Invest Multi Opportunities LDMH SGD,SGD,6,Y,N,N,N,1.30%,1.20%,EUR 600.20,1000,100,8.45%,Payout,M,0
United Japan Growth Fund SGD,SGD,8,Y,N,N,Y,1.50%,2.38%,SGD 14.50,1000,100,,,,0
Nikko AM Shenton Global Property Securities SGD,SGD,10,Y,N,N,Y,1.50%,1.99%,USD 23.26,1000,100,1.66%,Payout,Q,0
PIMCO Global High Yield Bond Fund Cl E Acc EUR-H,EUR,4,Y,N,N,Y,1.45%,1.45%,USD 5500.00,1000,100,,,,0
PIMCO Low Average Duration Fund Cl E Acc USD,USD,2,Y,N,N,Y,1.36%,1.36%,USD 1100.00,1000,100,,,,0
PIMCO Low Average Duration Fund Cl E Acc EUR-H,EUR,2,Y,N,N,Y,1.36%,1.36%,USD 1100.00,1000,100,,,,0
Neuberger Berman Emerging Market Debt Local Currency A MDis USD,USD,5,Y,N,N,Y,1.50%,1.70%,USD 2875.12,1000,100,6.83%,Payout,M,0
Blackrock India Fund A2 USD,USD,9,Y,N,N,Y,1.50%,2.00%,USD 394.44,1000,100,,,,0
DWS Invest Top Euroland LC EUR,EUR,8,Y,N,N,N,1.50%,1.59%,EUR 481.00,1000,100,,,,0
PIMCO Global Real Return Fund Cl E Acc EUR-H,EUR,2,Y,N,N,Y,1.39%,1.39%,USD 2700.00,1000,100,,,,0
PIMCO Low Average Duration Fund Cl E Inc USD,USD,2,Y,N,N,Y,1.36%,1.36%,USD 1100.00,1000,100,1.77%,Payout,Q,0
United Global Real Estate Income Fund A Dis SGD,SGD,10,Y,N,N,Y,1.30%,3.54%,SGD 4.61,1000,100,5.32%,Payout,M,0
Threadneedle European Select Class 1 Acc GBP,GBP,8,Y,N,N,N,1.50%,1.60%,GBP 1793.40,1000,100,,,,0
United China-India Dynamic Growth SGD,SGD,9,Y,N,N,Y,1.50%,3.25%,SGD 21.92,1000,100,,,,0
Neuberger Berman High Yield Bond A Acc SGD-H,SGD,4,Y,N,N,Y,1.20%,1.39%,USD 3677.49,1000,100,,,,0
Eastspring Investments - Indonesia Equity AS SGD,SGD,9,Y,N,N,N,1.50%,2.22%,USD 104.40,1000,100,,,,0
United Global Resources A Acc SGD,SGD,10,Y,N,N,Y,1.50%,3.00%,SGD 8.80,1000,100,,,,0
United Gold and General A Acc SGD,SGD,10,Y,N,N,Y,1.50%,1.80%,SGD 190.45,1000,100,,,,0
Neuberger Berman Strategic Income A MDis USD,USD,3,Y,N,N,Y,1.00%,1.18%,USD 1254.07,1000,100,4.09%,Payout,M,0
BNY Mellon Global Opportunities A USD,USD,7,Y,N,N,N,2.00%,2.22%,USD 36.17,5000,100,,,,0
Eastspring Investments - Global Multi Asset Income Plus Growth ADM USD,USD,6,Y,N,N,N,1.25%,1.60%,USD 130.10,1000,100,4.11%,Payout,M,0
Threadneedle (Lux) Flexible Asian Bond AU Acc USD,USD,4,Y,N,N,Y,0.90%,1.55%,USD 63.10,1000,100,,,,0
Manulife Asia Pacific Investment Grade Bond A SGD,SGD,3,Y,Y,Y,Y,0.75%,0.90%,SGD 450.63,1000,100,,,,0
Nikko AM Horizon Global Bond SGD-H,SGD,3,Y,N,N,Y,1.25%,1.56%,SGD 24.89,1000,100,,,,0
FTIF - Templeton Global AS Acc SGD (CPF),SGD,7,N,N,N,N,1.00%,1.74%,USD 785.00,1000,100,,,,0
Allianz Flexi Asia Bond Cl AM DIS USD,USD,4,Y,N,N,Y,1.25%,1.54%,USD 520.38,1000,100,4.66%,Payout,M,0
Fidelity China RMB Bond A-ACC-USD,USD,5,Y,N,N,N,0.75%,1.08%,USD 398.00,1000,100,,,,0
Fidelity Emerging Market Debt A-MINCOME(G)-USD,USD,5,Y,N,N,N,1.20%,1.61%,USD 2820.00,1000,100,5.93%,Payout,M,0
Legg Mason Brandywine - Global Fixed Income A Acc SGD,SGD,2,Y,N,N,N,1.10%,1.34%,USD 498.00,1000,100,,,,0
Fullerton Lux Funds - Asian Short Duration Bond A Acc USD,USD,3,Y,N,N,N,0.70%,0.89%,USD 158.13,1000,100,,,,0
Eastspring Investments - US High Investment Grade Bond A USD,USD,3,Y,N,N,N,1.25%,1.60%,USD 232.50,1000,100,,,,0
FTIF - Templeton Global Total Return A (Mdis) SGD-H1,SGD,4,Y,N,N,Y,0.75%,1.39%,USD 6910.00,1000,100,6.67%,Reinvest,M,0
PIMCO Global Investment Grade Credit Fund Cl E Inc SGD-H,SGD,3,Y,N,N,Y,1.39%,1.39%,USD 26900.00,1000,100,1.73%,Payout,Q,0
PIMCO Income Fund Cl E Inc AUD-H,AUD,4,Y,N,N,Y,1.45%,1.45%,USD 70800.00,1000,100,4.04%,Payout,M,0
Threadneedle (Lux) Flexible Asian Bond ASH Acc SGD-H,SGD,4,Y,N,N,Y,0.90%,1.55%,SGD 83.70,1000,100,,,,0
Blackrock European Fund A2 GBP-H,GBP,8,Y,N,N,Y,1.50%,1.82%,EUR 1260.93,1000,100,,,,0
JPMorgan Funds - Global Equity A (acc) SGD,SGD,7,Y,N,N,Y,1.00%,1.30%,USD 187.90,1000,500,,,,0
Allianz Flexi Asia Bond Cl AM DIS H2-AUD,AUD,4,Y,N,N,Y,1.25%,1.54%,USD 520.38,1000,100,4.67%,Payout,M,0
Allianz Flexi Asia Bond Cl AM DIS H2-EUR,EUR,4,Y,N,N,Y,1.25%,1.54%,USD 520.38,1000,100,3.65%,Payout,M,0
Allianz Flexi Asia Bond Cl AM DIS H2-GBP,GBP,4,Y,N,N,Y,1.25%,1.54%,USD 520.38,1000,100,4.14%,Payout,M,0
Allianz Flexi Asia Bond Cl AM DIS H2-RMB,CNH,4,Y,N,N,Y,1.25%,1.54%,USD 520.38,1000,100,7.19%,Payout,M,0
Schroder Asian Growth A Dis SGD,SGD,8,Y,Y,N,Y,1.13%,1.33%,SGD 2051.38,1000,500,8.36%,Payout,Q,0
UBS (Lux) Bond Fund - Euro High Yield P MDIS SGD-H,SGD,4,Y,N,N,N,1.01%,1.36%,EUR 1668.94,1000,100,5.47%,Payout,M,0
JPMorgan Funds - Emerging Markets Local Currency Debt A (mth) USD,USD,5,Y,N,N,Y,1.00%,1.30%,USD 2081.60,1000,500,6.04%,Reinvest,M,0
HGIF - Global High Income Bond AM2 USD,USD,4,Y,N,N,N,1.25%,1.50%,USD 1761.39,1000,100,4.59%,Payout,M,0
Eastspring Investments - Asian Bond ASDM SGD-H,SGD,4,Y,N,N,N,1.00%,1.43%,USD 3368.10,1000,100,4.71%,Payout,M,0
Blackrock Asian Dragon A2 SGD-H,SGD,8,Y,N,N,Y,1.50%,1.84%,USD 1918.63,1000,100,,,,0
